target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
codec,*,MPLAYER,*,macOS-13.0-arm64-arm-64bit,*,1200,46.49999999999999,2.796326955927087,46.666666666666664,46.666666666666664,47.5,50.0,49.583333333333336,44.166666666666664,47.91666666666667,47.91666666666667,40.0,44.583333333333336
codec,*,VLC,*,macOS-13.0-arm64-arm-64bit,*,1200,56.666666666666664,1.9275055843700628,57.91666666666667,57.08333333333333,58.333333333333336,57.08333333333333,52.5,57.49999999999999,53.333333333333336,57.91666666666667,57.91666666666667,57.08333333333333
codec,*,MPV,*,macOS-13.0-arm64-arm-64bit,*,1200,42.00000000000001,2.1147629234082546,39.58333333333333,45.416666666666664,44.583333333333336,39.166666666666664,44.583333333333336,42.083333333333336,42.5,41.25,40.416666666666664,40.416666666666664
codec,*,MPLAYER,*,dedicated_gpu_Linux-5.19.0-35-generic-x86_64-with-glibc2.35,*,1200,64.79166666666666,2.9181543824821854,67.08333333333333,68.33333333333333,66.25,62.083333333333336,61.66666666666667,68.33333333333333,67.5,60.83333333333333,61.25000000000001,64.58333333333334
codec,*,VLC,*,dedicated_gpu_Linux-5.19.0-35-generic-x86_64-with-glibc2.35,*,1200,91.91666666666666,0.9537935951883009,91.66666666666666,91.66666666666666,91.25,92.5,92.5,94.16666666666667,92.08333333333333,90.41666666666667,91.25,91.66666666666666
codec,*,MPV,*,dedicated_gpu_Linux-5.19.0-35-generic-x86_64-with-glibc2.35,*,1200,68.95833333333334,1.8934279612502953,67.91666666666667,68.75,68.33333333333333,70.41666666666667,72.5,68.33333333333333,70.0,66.25,70.83333333333334,66.25
codec,*,MPLAYER,*,Windows-10-10.0.22621-SP0,*,1200,53.583333333333336,2.423839928708165,52.083333333333336,52.083333333333336,58.333333333333336,54.166666666666664,48.75,53.75,54.166666666666664,52.083333333333336,55.00000000000001,55.41666666666667
codec,*,VLC,*,Windows-10-10.0.22621-SP0,*,1200,58.125,3.0970976556913556,58.333333333333336,57.49999999999999,50.0,59.166666666666664,60.83333333333333,57.49999999999999,58.75,57.08333333333333,60.0,62.083333333333336
codec,*,MPV,*,Windows-10-10.0.22621-SP0,*,1200,64.12499999999999,2.5031230493125975,62.083333333333336,63.33333333333333,64.58333333333334,66.66666666666666,59.166666666666664,66.25,67.5,63.74999999999999,66.25,61.66666666666667
codec,*,MPLAYER,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,1200,42.33333333333333,3.0629959915815173,44.166666666666664,47.083333333333336,45.0,42.5,38.75,45.83333333333333,42.5,39.166666666666664,37.5,40.833333333333336
codec,*,VLC,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,1200,65.625,2.245752163035312,63.74999999999999,63.33333333333333,65.0,68.75,62.916666666666664,69.16666666666667,66.66666666666666,67.08333333333333,66.66666666666666,62.916666666666664
codec,*,MPV,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,1200,39.83333333333333,3.4115815817431208,32.083333333333336,43.333333333333336,40.0,40.0,37.916666666666664,37.5,43.333333333333336,39.58333333333333,40.0,44.583333333333336
