target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
codec,EDGE,VLC,*,Windows-10-10.0.22621-SP0,*,400,74.625,3.7520827549509086,75.0,68.75,72.5,75.0,72.5,77.5,81.25,80.0,72.5,71.25
codec,EDGE,MPV,*,Windows-10-10.0.22621-SP0,*,400,88.25,3.758324094593227,85.0,85.0,92.5,92.5,81.25,91.25,91.25,86.25,86.25,91.25
codec,FIREFOX,MPLAYER,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,32.25,3.9843443626273074,41.25,32.5,31.25,30.0,28.749999999999996,32.5,33.75,36.25,26.25,30.0
codec,FIREFOX,VLC,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,50.625,3.9230887066188047,55.00000000000001,53.75,46.25,42.5,52.5,52.5,47.5,53.75,48.75,53.75
codec,FIREFOX,MPV,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,32.375,6.3602771166042755,22.5,28.749999999999996,32.5,25.0,40.0,37.5,41.25,35.0,25.0,36.25
codec,CHROME,MPLAYER,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,54.0,5.989574275355469,56.25,57.49999999999999,52.5,66.25,47.5,42.5,56.25,55.00000000000001,55.00000000000001,51.24999999999999
codec,CHROME,VLC,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,68.125,5.069824947668313,66.25,57.49999999999999,70.0,70.0,77.5,67.5,65.0,67.5,66.25,73.75
codec,CHROME,MPV,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,49.875,3.850730450187342,48.75,50.0,43.75,56.25,48.75,53.75,50.0,46.25,46.25,55.00000000000001
codec,EDGE,MPLAYER,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,44.75,3.570714214271425,40.0,45.0,47.5,37.5,47.5,46.25,47.5,47.5,41.25,47.5
codec,EDGE,VLC,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,73.5,4.866980583482946,80.0,76.25,73.75,72.5,67.5,71.25,78.75,66.25,68.75,80.0
codec,EDGE,MPV,*,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,400,46.625,3.7520827549509086,52.5,46.25,41.25,43.75,46.25,43.75,42.5,48.75,48.75,52.5
