target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
platform,*,MPLAYER,sample.3gp,*,*,1200,97.74999999999999,0.7728015412913073,96.66666666666667,99.16666666666667,98.33333333333333,98.33333333333333,98.33333333333333,97.5,97.08333333333333,96.66666666666667,97.91666666666666,97.5
platform,*,MPV,sample.3gp,*,*,1200,97.99999999999999,0.6666666666666664,98.75,98.33333333333333,97.5,97.91666666666666,96.66666666666667,98.33333333333333,97.91666666666666,97.5,99.16666666666667,97.91666666666666
platform,*,VLC,sample.3gp,*,*,1200,98.08333333333334,0.7949493345141221,98.75,97.91666666666666,98.75,97.5,97.08333333333333,99.58333333333333,97.91666666666666,97.5,97.08333333333333,98.75
platform,*,MPLAYER,sample.flv,*,*,1200,97.29166666666666,0.5667279378639728,97.91666666666666,97.5,96.66666666666667,97.5,96.25,97.08333333333333,97.91666666666666,96.66666666666667,97.5,97.91666666666666
platform,*,MPV,sample.flv,*,*,1200,98.70833333333334,0.6574889099191489,97.91666666666666,97.5,99.16666666666667,99.16666666666667,99.16666666666667,99.16666666666667,98.75,97.91666666666666,98.75,99.58333333333333
platform,*,VLC,sample.flv,*,*,1200,98.79166666666667,0.5086064839889078,99.16666666666667,98.33333333333333,99.16666666666667,99.16666666666667,98.33333333333333,98.33333333333333,98.75,99.16666666666667,99.58333333333333,97.91666666666666
platform,*,MPLAYER,sample.mkv,*,*,1200,98.04166666666666,1.1188101318414616,98.75,97.91666666666666,97.08333333333333,98.75,98.75,97.5,97.91666666666666,99.58333333333333,98.75,95.41666666666667
platform,*,MPV,sample.mkv,*,*,1200,98.0,0.6400954789890498,98.33333333333333,98.33333333333333,97.91666666666666,98.33333333333333,97.5,96.66666666666667,99.16666666666667,97.5,97.91666666666666,98.33333333333333
platform,*,VLC,sample.mkv,*,*,1200,98.33333333333333,0.7682953714410765,97.91666666666666,98.33333333333333,98.75,97.5,97.08333333333333,99.16666666666667,97.91666666666666,99.16666666666667,97.91666666666666,99.58333333333333
platform,*,MPLAYER,sample.mp4,*,*,1200,98.20833333333333,0.6194195311382724,98.75,97.91666666666666,97.91666666666666,98.33333333333333,98.33333333333333,97.91666666666666,97.08333333333333,99.58333333333333,97.91666666666666,98.33333333333333
platform,*,MPV,sample.mp4,*,*,1200,97.41666666666667,1.0992421631894096,97.08333333333333,99.16666666666667,96.66666666666667,95.41666666666667,97.5,96.66666666666667,98.75,97.08333333333333,97.08333333333333,98.75
platform,*,VLC,sample.mp4,*,*,1200,98.04166666666666,0.8750000000000016,96.66666666666667,98.75,98.33333333333333,97.08333333333333,99.16666666666667,97.08333333333333,97.5,97.91666666666666,98.75,99.16666666666667
